LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha ,AvgBeta,AvgGamma,AvgAlphaPrevious1,AvgBetaPrevious1,AvgGammaPrevious1,AvgAlphaPrevious2,AvgBetaPrevious2,AvgGammaPrevious2,AvgAlphaPrevious3,AvgBetaPrevious3,AvgGammaPrevious3,AvgAlphaPrevious4,AvgBetaPrevious4,AvgGammaPrevious4,AvgAlphaPrevious5,AvgBetaPrevious5,AvgGammaPrevious5,eyesC
569.4114915,-1.460986342,1039.796867,-0.95391155,826.5748497,0.86558948,693.7833609,-0.157642639,892.8673845,0.447800767,1021.130289,0.714049824,804.6041794,760.1791053,956.9988366,814.6684089,862.2662479,1039.093122,1331.42164,766.4929211,1025.144602,1432.353382,858.1367929,1161.020182,1414.660291,773.4630645,1094.692559,1294.021086,788.0857105,1025.562899,0
561.4047902,-0.943831354,1102.592658,-0.088491144,699.4277279,-0.081636056,757.8669513,0.056068295,894.9967083,-0.497178453,967.9348888,-0.615372645,831.9987241,728.6473396,931.4657985,804.6041794,760.1791053,956.9988366,814.6684089,862.2662479,1039.093122,1331.42164,766.4929211,1025.144602,1432.353382,858.1367929,1161.020182,1414.660291,773.4630645,1094.692559,0
569.2199086,-1.821191548,1188.859003,0.702371816,637.9350134,0.454298231,725.5991736,-0.015241247,831.2630444,-0.838014525,1051.083095,-1.245139395,879.0394558,681.7670935,941.1730699,831.9987241,728.6473396,931.4657985,804.6041794,760.1791053,956.9988366,814.6684089,862.2662479,1039.093122,1331.42164,766.4929211,1025.144602,1432.353382,858.1367929,1161.020182,0
586.6003013,0.5400788,1212.806954,1.263413831,476.4271436,0.247461276,662.3608044,0.82977649,577.9761922,-0.145884646,927.26021,-0.334242923,899.7036279,569.393974,752.6182011,879.0394558,681.7670935,941.1730699,831.9987241,728.6473396,931.4657985,804.6041794,760.1791053,956.9988366,814.6684089,862.2662479,1039.093122,1331.42164,766.4929211,1025.144602,0
591.2509174,-0.413706133,1207.786398,-0.211331107,507.9450761,0.806148971,652.6138959,-0.856992726,595.6033721,-0.010976547,964.7270989,-0.339289211,899.5186577,580.279486,780.1652355,899.7036279,569.393974,752.6182011,879.0394558,681.7670935,941.1730699,831.9987241,728.6473396,931.4657985,804.6041794,760.1791053,956.9988366,814.6684089,862.2662479,1039.093122,0
623.1452992,-1.348763292,1166.51555,-1.617390633,439.800439,0.211250658,638.2062605,-0.032560089,546.21912,1.554073396,913.6865057,0.653797,894.8304244,539.0033498,729.9528128,899.5186577,580.279486,780.1652355,899.7036279,569.393974,752.6182011,879.0394558,681.7670935,941.1730699,831.9987241,728.6473396,931.4657985,804.6041794,760.1791053,956.9988366,0
466.6293403,-2.126972319,1045.752532,-1.001037416,483.608469,-1.32061727,636.2939083,-0.319113902,593.8177098,0.435945421,927.7178584,-0.480583499,756.1909361,559.9511886,760.7677841,894.8304244,539.0033498,729.9528128,899.5186577,580.279486,780.1652355,899.7036279,569.393974,752.6182011,879.0394558,681.7670935,941.1730699,831.9987241,728.6473396,931.4657985,0
602.6515496,0.065378506,990.3585174,-0.492390321,434.8164622,-0.161322465,550.5461374,0.967173099,593.6469099,0.764179405,857.5509331,0.300239809,796.5050335,492.6812998,725.5989215,756.1909361,559.9511886,760.7677841,894.8304244,539.0033498,729.9528128,899.5186577,580.279486,780.1652355,899.7036279,569.393974,752.6182011,879.0394558,681.7670935,941.1730699,0
958.3530615,2.358110461,901.8592152,0.034858868,419.5281304,-0.827963532,543.1968509,0.267496566,471.9625912,0.433183399,847.8640177,-0.068143041,930.1061384,481.3624906,659.9133045,796.5050335,492.6812998,725.5989215,756.1909361,559.9511886,760.7677841,894.8304244,539.0033498,729.9528128,899.5186577,580.279486,780.1652355,899.7036279,569.393974,752.6182011,0
542.9123326,1.226890295,1128.01102,-1.332122573,442.590056,-0.257801675,542.5839283,-0.193557749,504.4030941,-0.846521836,861.9951636,-0.879006202,835.4616763,492.5869921,683.1991288,930.1061384,481.3624906,659.9133045,796.5050335,492.6812998,725.5989215,756.1909361,559.9511886,760.7677841,894.8304244,539.0033498,729.9528128,899.5186577,580.279486,780.1652355,0
777.4688853,1.145752024,843.0374297,-1.129599094,465.1330091,-0.784794188,587.5693892,0.060723579,704.3523928,-1.296123847,856.7359537,-0.842602107,810.2531575,526.3511992,780.5441733,835.4616763,492.5869921,683.1991288,930.1061384,481.3624906,659.9133045,796.5050335,492.6812998,725.5989215,756.1909361,559.9511886,760.7677841,894.8304244,539.0033498,729.9528128,0
638.9868101,0.067146749,763.4994983,-0.714385959,416.2483214,-0.353731592,628.120133,-0.604740009,678.5361125,-0.677790165,900.9414541,-0.368976687,701.2431542,522.1842272,789.7387833,810.2531575,526.3511992,780.5441733,835.4616763,492.5869921,683.1991288,930.1061384,481.3624906,659.9133045,796.5050335,492.6812998,725.5989215,756.1909361,559.9511886,760.7677841,0
621.9345396,-0.815576466,629.5890479,-0.231845209,433.537843,-0.317127971,619.7458032,-1.282914607,791.4746609,-0.293927043,965.1810059,-0.249339055,625.7617937,526.6418231,878.3278334,701.2431542,522.1842272,789.7387833,810.2531575,526.3511992,780.5441733,835.4616763,492.5869921,683.1991288,930.1061384,481.3624906,659.9133045,796.5050335,492.6812998,725.5989215,0
788.6369322,1.153085292,624.2172291,0.256839967,530.806384,0.620602484,602.9479017,-0.745842204,794.1090196,-0.028030039,1021.387035,0.707067185,706.4270807,566.8771428,907.7480272,625.7617937,526.6418231,878.3278334,701.2431542,522.1842272,789.7387833,810.2531575,526.3511992,780.5441733,835.4616763,492.5869921,683.1991288,930.1061384,481.3624906,659.9133045,0
579.3647195,-0.177383229,723.5655295,-2.484577766,405.9975118,-0.674044535,657.0884755,-1.171374529,791.4333216,-0.282295844,1010.17903,0.132820681,651.4651245,531.5429937,900.806176,706.4270807,566.8771428,907.7480272,625.7617937,526.6418231,878.3278334,701.2431542,522.1842272,789.7387833,810.2531575,526.3511992,780.5441733,835.4616763,492.5869921,683.1991288,0
487.3461447,-0.699105332,632.537981,-1.470746118,550.3565748,1.858970862,677.4400409,0.408534035,821.8681852,-0.254319471,1004.703053,0.041814548,559.9420629,613.8983079,913.2856192,651.4651245,531.5429937,900.806176,706.4270807,566.8771428,907.7480272,625.7617937,526.6418231,878.3278334,701.2431542,522.1842272,789.7387833,810.2531575,526.3511992,780.5441733,0
531.7018035,-0.98902694,636.1077454,-0.421293206,515.6415985,0.667105552,645.2525231,-0.432803006,882.3412601,0.069392017,1070.207221,0.602110012,583.9047745,580.4470608,976.2742405,559.9420629,613.8983079,913.2856192,651.4651245,531.5429937,900.806176,706.4270807,566.8771428,907.7480272,625.7617937,526.6418231,878.3278334,701.2431542,522.1842272,789.7387833,0
167.3696943,0.021909911,820.2987905,0.539181771,632.1851666,-1.195690363,544.2946366,-0.127763474,900.8245632,-0.715104528,1051.435382,-0.244053117,493.8342424,588.2399016,976.1299725,583.9047745,580.4470608,976.2742405,559.9420629,613.8983079,913.2856192,651.4651245,531.5429937,900.806176,706.4270807,566.8771428,907.7480272,625.7617937,526.6418231,878.3278334,0
468.4713956,-1.365776248,692.5700871,-0.75468358,636.0630198,-0.553146667,601.2650882,-0.369859494,844.4212027,0.608334334,1032.390708,0.511691364,580.5207414,618.664054,938.4059554,493.8342424,588.2399016,976.1299725,583.9047745,580.4470608,976.2742405,559.9420629,613.8983079,913.2856192,651.4651245,531.5429937,900.806176,706.4270807,566.8771428,907.7480272,0
627.7727596,2.410634543,794.6969563,-0.663892785,724.3374953,0.077421924,672.4234025,-0.39158826,798.9597726,-0.071513706,1091.080151,0.765664291,711.234858,698.3804489,945.0199617,580.5207414,618.664054,938.4059554,493.8342424,588.2399016,976.1299725,583.9047745,580.4470608,976.2742405,559.9420629,613.8983079,913.2856192,651.4651245,531.5429937,900.806176,0
186.4190052,-1.317008646,660.9893304,-1.74821146,612.0436327,0.8528501,711.6004305,0.538583311,846.9289869,-0.015652014,1038.944435,0.785253932,423.7041678,661.8220316,942.9367111,711.234858,698.3804489,945.0199617,580.5207414,618.664054,938.4059554,493.8342424,588.2399016,976.1299725,583.9047745,580.4470608,976.2742405,559.9420629,613.8983079,913.2856192,0
238.9262584,-2.444010304,683.0022292,-1.030550542,621.3371234,0.224710218,696.1501787,0.044575113,817.4949531,0.452211212,961.7456467,0.770893467,460.9642438,658.7436511,889.6202999,423.7041678,661.8220316,942.9367111,711.234858,698.3804489,945.0199617,580.5207414,618.664054,938.4059554,493.8342424,588.2399016,976.1299725,583.9047745,580.4470608,976.2742405,0
244.3291147,0.075934263,609.9081345,-0.009746808,595.6201981,-0.060039519,694.7646427,0.33675509,994.1855592,0.165517227,967.0345418,0.733442386,427.1186246,645.1924204,980.6100505,460.9642438,658.7436511,889.6202999,423.7041678,661.8220316,942.9367111,711.234858,698.3804489,945.0199617,580.5207414,618.664054,938.4059554,493.8342424,588.2399016,976.1299725,0
189.0675846,-1.224124957,611.2813281,-1.504127048,605.3746785,0.571623299,665.2076233,0.330943086,869.2811373,-0.042982774,938.8380207,0.265936776,400.1744564,635.2911509,904.059579,427.1186246,645.1924204,980.6100505,460.9642438,658.7436511,889.6202999,423.7041678,661.8220316,942.9367111,711.234858,698.3804489,945.0199617,580.5207414,618.664054,938.4059554,0
360.8374653,1.19157694,529.5983463,0.792226548,547.9928581,-1.352341353,646.658887,-0.015271374,821.1571031,-0.985279258,922.702627,-0.450008396,445.2179058,597.3258726,871.9298651,400.1744564,635.2911509,904.059579,427.1186246,645.1924204,980.6100505,460.9642438,658.7436511,889.6202999,423.7041678,661.8220316,942.9367111,711.234858,698.3804489,945.0199617,0
293.2368427,-0.831032126,553.7608863,-0.390131332,552.595709,-1.709323537,641.14945,-0.373616928,836.9249741,-0.003295294,978.1801031,-0.610140828,423.4988645,596.8725795,907.5525386,445.2179058,597.3258726,871.9298651,400.1744564,635.2911509,904.059579,427.1186246,645.1924204,980.6100505,460.9642438,658.7436511,889.6202999,423.7041678,661.8220316,942.9367111,0
96.37441293,-1.355693894,573.2948763,2.092828754,600.9085405,1.562767153,687.0912299,-0.536296577,734.0461338,-0.088136654,884.0954123,-0.157681499,334.8346446,643.9998852,809.070773,423.4988645,596.8725795,907.5525386,445.2179058,597.3258726,871.9298651,400.1744564,635.2911509,904.059579,427.1186246,645.1924204,980.6100505,460.9642438,658.7436511,889.6202999,0
468.0399517,-2.310239671,548.0368069,-1.119933488,536.4187761,-0.446634369,688.0684216,-0.515742436,721.6265711,0.122773891,984.7669536,-0.336946347,508.0383793,612.2435989,853.1967623,334.8346446,643.9998852,809.070773,423.4988645,596.8725795,907.5525386,445.2179058,597.3258726,871.9298651,400.1744564,635.2911509,904.059579,427.1186246,645.1924204,980.6100505,0
249.5948163,0.654608507,427.4070535,-0.05704639,634.3353116,0.034292788,709.2310317,-0.290160235,844.7351278,0.563862957,1001.362804,0.256594371,338.5009349,671.7831716,923.048966,508.0383793,612.2435989,853.1967623,334.8346446,643.9998852,809.070773,423.4988645,596.8725795,907.5525386,445.2179058,597.3258726,871.9298651,400.1744564,635.2911509,904.059579,0
813.3092361,-1.029111343,594.1947119,-1.403164771,592.4598401,0.431608121,688.8505745,-0.890998761,861.1798699,0.758985868,1039.10702,0.227060304,703.751974,640.6552073,950.143445,338.5009349,671.7831716,923.048966,508.0383793,612.2435989,853.1967623,334.8346446,643.9998852,809.070773,423.4988645,596.8725795,907.5525386,445.2179058,597.3258726,871.9298651,0
194.8375107,-1.064538911,472.2248944,-0.306741526,707.9573013,1.14776393,603.7262633,0.758618436,916.4146293,-0.206800745,1111.843555,-0.189704234,333.5312026,655.8417823,1014.129092,703.751974,640.6552073,950.143445,338.5009349,671.7831716,923.048966,508.0383793,612.2435989,853.1967623,334.8346446,643.9998852,809.070773,423.4988645,596.8725795,907.5525386,0
190.2742052,-1.685868321,457.1546249,0.258693149,727.9295382,-0.67295442,671.352833,-0.12281882,1122.635992,0.110216237,1164.269118,-0.309628341,323.7144151,699.6411856,1143.452555,333.5312026,655.8417823,1014.129092,703.751974,640.6552073,950.143445,338.5009349,671.7831716,923.048966,508.0383793,612.2435989,853.1967623,334.8346446,643.9998852,809.070773,0
196.1049417,0.560627962,773.8876434,1.125525087,704.2919492,-0.013221352,609.4562586,-0.24951998,929.4125474,-0.865803909,1065.048423,-0.625200977,484.9962926,656.8741039,997.230485,323.7144151,699.6411856,1143.452555,333.5312026,655.8417823,1014.129092,703.751974,640.6552073,950.143445,338.5009349,671.7831716,923.048966,508.0383793,612.2435989,853.1967623,0
311.6534018,-1.513059105,639.3510961,1.862808059,669.9261222,0.723671608,608.0003665,-0.587306507,897.0384803,-0.567155726,974.3324654,-0.462034398,475.502249,638.9632443,935.6854729,484.9962926,656.8741039,997.230485,323.7144151,699.6411856,1143.452555,333.5312026,655.8417823,1014.129092,703.751974,640.6552073,950.143445,338.5009349,671.7831716,923.048966,0
491.3318931,0.555094801,434.6401285,1.000668612,133.3553826,1.197465638,177.401084,0.856150118,229.7038299,1.680978684,503.8930971,1.46172925,462.9860108,155.3782333,366.7984635,475.502249,638.9632443,935.6854729,484.9962926,656.8741039,997.230485,323.7144151,699.6411856,1143.452555,333.5312026,655.8417823,1014.129092,703.751974,640.6552073,950.143445,0
552.3050771,0.032101473,423.1822281,-0.563682787,481.59604,-0.480751933,495.8579842,1.363122929,349.9885437,1.620184459,621.9194304,0.909800064,487.7436526,488.7270121,485.9539871,462.9860108,155.3782333,366.7984635,475.502249,638.9632443,935.6854729,484.9962926,656.8741039,997.230485,323.7144151,699.6411856,1143.452555,333.5312026,655.8417823,1014.129092,0
1998.849828,2.049027625,1024.597713,2.616461113,1170.685643,-1.525394989,572.6272415,0.350143272,446.8877566,-0.509232227,846.326214,-0.151060973,1511.723771,871.6564425,646.6069853,487.7436526,488.7270121,485.9539871,462.9860108,155.3782333,366.7984635,475.502249,638.9632443,935.6854729,484.9962926,656.8741039,997.230485,323.7144151,699.6411856,1143.452555,0
1839.467773,-1.598171545,2731.006557,-1.340831146,2154.179365,0.416801131,748.137999,-0.515317078,651.0075492,-0.172797308,972.4700134,0.020858487,2285.237165,1451.158682,811.7387813,1511.723771,871.6564425,646.6069853,487.7436526,488.7270121,485.9539871,462.9860108,155.3782333,366.7984635,475.502249,638.9632443,935.6854729,484.9962926,656.8741039,997.230485,0
1482.967532,-2.089986484,2618.553942,-0.925086829,2044.675809,-0.030045106,726.54113,-0.4622083,668.9666627,-0.262689463,1013.447855,0.069000283,2050.760737,1385.608469,841.2072588,2285.237165,1451.158682,811.7387813,1511.723771,871.6564425,646.6069853,487.7436526,488.7270121,485.9539871,462.9860108,155.3782333,366.7984635,475.502249,638.9632443,935.6854729,0
582.7018931,0.113208935,2163.013554,-0.320775182,2181.048009,-0.565872103,779.7380436,-0.243615483,661.0017243,-0.421873957,1005.357071,-0.461102241,1372.857723,1480.393026,833.1793976,2050.760737,1385.608469,841.2072588,2285.237165,1451.158682,811.7387813,1511.723771,871.6564425,646.6069853,487.7436526,488.7270121,485.9539871,462.9860108,155.3782333,366.7984635,0
884.8970174,1.176237772,2125.570738,0.433299897,2133.316784,-0.006000792,810.3859209,-0.717791031,656.7472762,-0.005985824,999.8814895,0.248971198,1505.233878,1471.851353,828.3143829,1372.857723,1480.393026,833.1793976,2050.760737,1385.608469,841.2072588,2285.237165,1451.158682,811.7387813,1511.723771,871.6564425,646.6069853,487.7436526,488.7270121,485.9539871,0
1368.503474,-0.05666514,2202.988717,-1.077714163,2105.89948,-0.720275963,747.8388485,-0.193106809,650.0895702,-0.442629763,995.9187856,0.157844271,1785.746096,1426.869164,823.0041779,1505.233878,1471.851353,828.3143829,1372.857723,1480.393026,833.1793976,2050.760737,1385.608469,841.2072588,2285.237165,1451.158682,811.7387813,1511.723771,871.6564425,646.6069853,0
1727.94319,-0.75102791,2161.488123,-0.505023001,2128.477567,0.012212313,774.3584436,-0.479461647,673.9433637,0.295729635,983.4816428,0.661600919,1944.715657,1451.418005,828.7125033,1785.746096,1426.869164,823.0041779,1505.233878,1471.851353,828.3143829,1372.857723,1480.393026,833.1793976,2050.760737,1385.608469,841.2072588,2285.237165,1451.158682,811.7387813,0
1490.516015,-1.314360443,1933.461247,0.204789012,2196.737797,-0.546635221,802.5085607,-0.049208758,697.1137586,-0.380610695,897.6853658,-0.465174198,1711.988631,1499.623179,797.3995622,1944.715657,1451.418005,828.7125033,1785.746096,1426.869164,823.0041779,1505.233878,1471.851353,828.3143829,1372.857723,1480.393026,833.1793976,2050.760737,1385.608469,841.2072588,0
1067.01833,0.658201055,1794.182427,-1.167096465,2109.889806,-0.018371311,845.1023724,-0.683662916,722.4369415,-0.818065328,846.9471195,-0.841450688,1430.600379,1477.496089,784.6920305,1711.988631,1499.623179,797.3995622,1944.715657,1451.418005,828.7125033,1785.746096,1426.869164,823.0041779,1505.233878,1471.851353,828.3143829,1372.857723,1480.393026,833.1793976,0
1743.138957,-0.571542369,1955.439563,-0.446269144,1859.738982,0.50053664,803.5632373,-0.710244019,613.431158,-0.307755641,649.6617925,-0.596290352,1849.28926,1331.651109,631.5464753,1430.600379,1477.496089,784.6920305,1711.988631,1499.623179,797.3995622,1944.715657,1451.418005,828.7125033,1785.746096,1426.869164,823.0041779,1505.233878,1471.851353,828.3143829,0
3665.802569,-1.156236389,2803.317471,-1.486157875,1377.130342,-1.959654787,676.7881671,-0.644183816,511.6981515,-0.862611221,460.3143301,-0.413181327,3234.56002,1026.959255,486.0062408,1849.28926,1331.651109,631.5464753,1430.600379,1477.496089,784.6920305,1711.988631,1499.623179,797.3995622,1944.715657,1451.418005,828.7125033,1785.746096,1426.869164,823.0041779,0
5.950110953,0.617011204,2.739508569,0.67886114,2.84294908,0.07474994,2.808493981,0.622815127,2.527510992,-0.669180782,2.661525539,-0.525929818,4.344809761,2.825721531,2.594518266,3234.56002,1026.959255,486.0062408,1849.28926,1331.651109,631.5464753,1430.600379,1477.496089,784.6920305,1711.988631,1499.623179,797.3995622,1944.715657,1451.418005,828.7125033,0
4.385087161,-0.653145543,2.772399399,-0.732195724,3.301549728,0.93036824,2.643056699,0.294384175,2.699906486,0.744661544,2.630483594,0.778765421,3.57874328,2.972303213,2.66519504,4.344809761,2.825721531,2.594518266,3234.56002,1026.959255,486.0062408,1849.28926,1331.651109,631.5464753,1430.600379,1477.496089,784.6920305,1711.988631,1499.623179,797.3995622,0
1477.612569,1.807006192,1071.045342,2.036560329,786.9548479,2.42336286,354.7307234,1.434006748,131.4959586,-0.688122059,207.2450703,0.917733876,1274.328955,570.8427856,169.3705144,3.57874328,2.972303213,2.66519504,4.344809761,2.825721531,2.594518266,3234.56002,1026.959255,486.0062408,1849.28926,1331.651109,631.5464753,1430.600379,1477.496089,784.6920305,0
1403.961578,1.617335348,1007.878256,2.220952069,661.3713962,1.798379994,537.9629657,1.699304869,361.8773546,-0.355704976,370.1813467,-0.592167249,1205.919917,599.667181,366.0293507,1274.328955,570.8427856,169.3705144,3.57874328,2.972303213,2.66519504,4.344809761,2.825721531,2.594518266,3234.56002,1026.959255,486.0062408,1849.28926,1331.651109,631.5464753,0
709.7787158,1.136602645,500.5927862,1.735013083,607.6912546,1.26334042,706.0673125,1.885509657,371.7229762,-1.062185818,390.0622422,-0.848123002,605.185751,656.8792835,380.8926092,1205.919917,599.667181,366.0293507,1274.328955,570.8427856,169.3705144,3.57874328,2.972303213,2.66519504,4.344809761,2.825721531,2.594518266,3234.56002,1026.959255,486.0062408,0
923.9729776,2.021706802,774.1140742,1.886973436,634.8620698,1.414876297,660.0037562,1.250972783,548.8853988,0.540367455,503.7402765,0.028111606,849.0435259,647.432913,526.3128377,605.185751,656.8792835,380.8926092,1205.919917,599.667181,366.0293507,1274.328955,570.8427856,169.3705144,3.57874328,2.972303213,2.66519504,4.344809761,2.825721531,2.594518266,0
1252.969049,1.662969999,1138.241816,1.707127539,850.7677773,2.24491913,711.6542775,1.396446707,593.4679689,0.262753999,546.7828004,0.070615057,1195.605433,781.2110274,570.1253846,849.0435259,647.432913,526.3128377,605.185751,656.8792835,380.8926092,1205.919917,599.667181,366.0293507,1274.328955,570.8427856,169.3705144,3.57874328,2.972303213,2.66519504,0
999.7309646,1.687885565,1063.393285,2.024569154,577.3633106,1.736149761,668.9613596,0.125590032,566.6049195,0.725397696,574.6640068,0.18937072,1031.562125,623.1623351,570.6344632,1195.605433,781.2110274,570.1253846,849.0435259,647.432913,526.3128377,605.185751,656.8792835,380.8926092,1205.919917,599.667181,366.0293507,1274.328955,570.8427856,169.3705144,0
654.7583669,2.027336562,721.6690237,0.29660714,687.3802339,1.503264741,665.5152852,0.252081248,625.3456352,0.460135429,592.5955795,-0.084833185,688.2136953,676.4477595,608.9706073,1031.562125,623.1623351,570.6344632,1195.605433,781.2110274,570.1253846,849.0435259,647.432913,526.3128377,605.185751,656.8792835,380.8926092,1205.919917,599.667181,366.0293507,0
747.9918854,1.941345057,887.1326783,1.517445051,784.8397898,1.201372307,750.5854877,0.184274238,635.1744989,-0.229048717,845.9054521,-0.151211454,817.5622819,767.7126387,740.5399755,688.2136953,676.4477595,608.9706073,1031.562125,623.1623351,570.6344632,1195.605433,781.2110274,570.1253846,849.0435259,647.432913,526.3128377,605.185751,656.8792835,380.8926092,0
1202.67465,2.021664232,1430.718311,1.780887698,963.2142894,2.513054945,730.1194608,0.50053712,594.2150249,-0.005962384,949.7553014,0.200337063,1316.69648,846.6668751,771.9851631,817.5622819,767.7126387,740.5399755,688.2136953,676.4477595,608.9706073,1031.562125,623.1623351,570.6344632,1195.605433,781.2110274,570.1253846,849.0435259,647.432913,526.3128377,0
1226.05514,1.747086897,1467.44119,2.016449296,591.8649461,1.101849273,654.5989705,-0.10502881,685.7554521,1.727632203,1000.206902,1.27138658,1346.748165,623.2319583,842.981177,1316.69648,846.6668751,771.9851631,817.5622819,767.7126387,740.5399755,688.2136953,676.4477595,608.9706073,1031.562125,623.1623351,570.6344632,1195.605433,781.2110274,570.1253846,0
342.0040496,-0.421117017,599.423158,0.668018836,473.6201376,-0.291497297,625.4416288,0.448111606,602.7308041,1.0973081,981.3076891,0.993452632,470.7136038,549.5308832,792.0192466,1346.748165,623.2319583,842.981177,1316.69648,846.6668751,771.9851631,817.5622819,767.7126387,740.5399755,688.2136953,676.4477595,608.9706073,1031.562125,623.1623351,570.6344632,0
553.9777483,-1.041716819,505.2630028,-0.75407402,572.4337822,0.30786566,591.2765802,0.785453238,661.8164643,1.329688907,970.520568,1.003869863,529.6203755,581.8551812,816.1685162,470.7136038,549.5308832,792.0192466,1346.748165,623.2319583,842.981177,1316.69648,846.6668751,771.9851631,817.5622819,767.7126387,740.5399755,688.2136953,676.4477595,608.9706073,0
471.0583533,1.037970823,699.0180867,1.380267937,526.305523,-0.413061767,624.047471,0.287685422,669.674267,0.40169206,958.7034938,0.351506779,585.03822,575.176497,814.1888804,529.6203755,581.8551812,816.1685162,470.7136038,549.5308832,792.0192466,1346.748165,623.2319583,842.981177,1316.69648,846.6668751,771.9851631,817.5622819,767.7126387,740.5399755,0
1676.361618,-1.733171127,971.5003847,0.165465589,804.4662257,1.023445322,779.9641636,-1.170530913,717.1410162,-0.390072614,1004.01103,-0.022270879,1323.931001,792.2151947,860.5760233,585.03822,575.176497,814.1888804,529.6203755,581.8551812,816.1685162,470.7136038,549.5308832,792.0192466,1346.748165,623.2319583,842.981177,1316.69648,846.6668751,771.9851631,0
1663.366459,0.409709117,842.9678268,0.869749777,862.5468242,0.481876332,677.9112632,0.258483895,774.7356609,-0.634890835,1018.989195,-0.435940006,1253.167143,770.2290437,896.8624281,1323.931001,792.2151947,860.5760233,585.03822,575.176497,814.1888804,529.6203755,581.8551812,816.1685162,470.7136038,549.5308832,792.0192466,1346.748165,623.2319583,842.981177,0
1670.495506,-0.715617555,896.6525334,-0.437012018,837.2550285,-0.183082092,660.214079,0.225095977,760.3318723,-0.861257635,1051.099664,-0.42108915,1283.57402,748.7345538,905.7157681,1253.167143,770.2290437,896.8624281,1323.931001,792.2151947,860.5760233,585.03822,575.176497,814.1888804,529.6203755,581.8551812,816.1685162,470.7136038,549.5308832,792.0192466,0
1606.338491,1.423109656,1014.567662,0.088839805,903.8215074,0.454035029,711.0159157,0.160251993,831.6451126,0.744240602,1075.552465,0.973699659,1310.453076,807.4187115,953.598789,1283.57402,748.7345538,905.7157681,1253.167143,770.2290437,896.8624281,1323.931001,792.2151947,860.5760233,585.03822,575.176497,814.1888804,529.6203755,581.8551812,816.1685162,0
1570.861107,0.509739189,1112.735353,0.428527171,881.7890729,1.0035013,663.7888041,1.057106812,883.8164938,0.547619423,839.0906718,0.420616222,1341.79823,772.7889385,861.4535828,1310.453076,807.4187115,953.598789,1283.57402,748.7345538,905.7157681,1253.167143,770.2290437,896.8624281,1323.931001,792.2151947,860.5760233,585.03822,575.176497,814.1888804,0
1449.281243,-0.430587302,977.2020316,-0.761932424,852.520268,-0.803296267,743.4810515,0.342710054,789.4351376,0.316128631,843.5252767,0.758592242,1213.241637,798.0006598,816.4802071,1341.79823,772.7889385,861.4535828,1310.453076,807.4187115,953.598789,1283.57402,748.7345538,905.7157681,1253.167143,770.2290437,896.8624281,1323.931001,792.2151947,860.5760233,0
1525.03659,1.879491726,991.8195176,-0.182821505,873.547203,-0.221682643,688.4834272,-0.216393561,697.2838624,0.029114639,846.7398314,0.49787258,1258.428054,781.0153151,772.0118469,1213.241637,798.0006598,816.4802071,1341.79823,772.7889385,861.4535828,1310.453076,807.4187115,953.598789,1283.57402,748.7345538,905.7157681,1253.167143,770.2290437,896.8624281,0
3008.663098,1.617419702,1277.49791,0.511484647,776.9950844,0.760170666,766.6188209,0.829900963,723.7997871,0.953966358,876.1410242,0.00539355,2143.080504,771.8069526,799.9704056,1258.428054,781.0153151,772.0118469,1213.241637,798.0006598,816.4802071,1341.79823,772.7889385,861.4535828,1310.453076,807.4187115,953.598789,1283.57402,748.7345538,905.7157681,0
2434.031388,1.025526353,1103.025273,-0.752864374,1084.675932,2.010859303,665.5832852,0.374324035,547.2555529,0.251096647,800.9163211,-0.457353416,1768.528331,875.1296088,674.085937,2143.080504,771.8069526,799.9704056,1258.428054,781.0153151,772.0118469,1213.241637,798.0006598,816.4802071,1341.79823,772.7889385,861.4535828,1310.453076,807.4187115,953.598789,0
2219.011864,-0.593461835,1489.753643,-0.994456328,791.852738,-1.28336049,736.7770417,-1.186346715,715.5888013,-0.641983061,989.6518015,-0.643587599,1854.382754,764.3148899,852.6203014,1768.528331,875.1296088,674.085937,2143.080504,771.8069526,799.9704056,1258.428054,781.0153151,772.0118469,1213.241637,798.0006598,816.4802071,1341.79823,772.7889385,861.4535828,0
1536.629462,-0.822402883,1094.82066,0.743257529,833.187472,-0.457718174,493.5862751,0.197473922,593.5256642,-0.017571696,883.9873598,0.132443084,1315.725061,663.3868736,738.756512,1854.382754,764.3148899,852.6203014,1768.528331,875.1296088,674.085937,2143.080504,771.8069526,799.9704056,1258.428054,781.0153151,772.0118469,1213.241637,798.0006598,816.4802071,0
1548.610517,1.283611101,1001.348565,1.601097892,976.8393369,0.23189065,514.9829459,0.904502735,624.280495,-0.297564493,897.6981684,-0.829807255,1274.979541,745.9111414,760.9893317,1315.725061,663.3868736,738.756512,1854.382754,764.3148899,852.6203014,1768.528331,875.1296088,674.085937,2143.080504,771.8069526,799.9704056,1258.428054,781.0153151,772.0118469,0
